page,filename,section,asset_type,tier,selected,learning_focus,notes
479,0479.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
480,0480.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
481,0481.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
482,0482.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
483,0483.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
484,0484.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
485,0485.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
486,0486.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,S,yes,special NPC / themed costume palette,"weapon, armor, gear, NPC, production design sheets"
487,0487.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
488,0488.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
489,0489.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
490,0490.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
491,0491.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
492,0492.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
493,0493.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
494,0494.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,S,yes,late-game armor hierarchy / prestige markers,"weapon, armor, gear, NPC, production design sheets"
495,0495.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
496,0496.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
497,0497.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
498,0498.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
499,0499.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
500,0500.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,S,yes,full armor family comparison,"weapon, armor, gear, NPC, production design sheets"
501,0501.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
502,0502.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,S,yes,non-human / mascot costume design,"weapon, armor, gear, NPC, production design sheets"
503,0503.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
504,0504.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
505,0505.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
506,0506.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
507,0507.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
508,0508.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
509,0509.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
510,0510.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
511,0511.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
512,0512.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
513,0513.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
514,0514.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
515,0515.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
516,0516.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
517,0517.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,S,yes,equipment family summary and variety,"weapon, armor, gear, NPC, production design sheets"
518,0518.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
519,0519.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
520,0520.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
521,0521.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
522,0522.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
523,0523.webp,weapon_armor_and_production_design,weapon_armor_design_sheet,A,no,"Critical for material-to-gear translation, silhouette diversity, hunter role readability, and equipment family systems.","weapon, armor, gear, NPC, production design sheets"
524,0524.webp,background_fifth_fleet_history,background_world_page,S,yes,fifth fleet history section title,world/lore/background pages and history recap
525,0525.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
526,0526.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
527,0527.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
528,0528.webp,background_fifth_fleet_history,background_world_page,S,yes,world background page with regional narrative,world/lore/background pages and history recap
529,0529.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
530,0530.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
531,0531.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
532,0532.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
533,0533.webp,background_fifth_fleet_history,background_world_page,S,yes,faction / emblem / region relationship reference,world/lore/background pages and history recap
534,0534.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
535,0535.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
536,0536.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
537,0537.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
538,0538.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
539,0539.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
540,0540.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
541,0541.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
542,0542.webp,background_fifth_fleet_history,background_world_page,S,yes,character-lore page with visual support,world/lore/background pages and history recap
543,0543.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
544,0544.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
545,0545.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
546,0546.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
547,0547.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
548,0548.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
549,0549.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
550,0550.webp,background_fifth_fleet_history,background_world_page,S,yes,night scene and narrative background page,world/lore/background pages and history recap
551,0551.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
552,0552.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
553,0553.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
554,0554.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
555,0555.webp,background_fifth_fleet_history,background_world_page,B,no,"Secondary value; keep only pages that visually support region, faction, or expedition framing.",world/lore/background pages and history recap
556,0556.webp,interviews_and_endmatter,interview_or_endmatter,C,no,Reference value is limited; keep only development commentary and wrap-up visuals.,interviews / credits / end matter
557,0557.webp,interviews_and_endmatter,interview_or_endmatter,S,yes,creator interview / development commentary,interviews / credits / end matter
558,0558.webp,interviews_and_endmatter,interview_or_endmatter,S,yes,promo art + developer commentary wrap-up,interviews / credits / end matter
559,0559.webp,interviews_and_endmatter,interview_or_endmatter,C,no,Reference value is limited; keep only development commentary and wrap-up visuals.,interviews / credits / end matter
560,0560.webp,interviews_and_endmatter,interview_or_endmatter,C,no,Reference value is limited; keep only development commentary and wrap-up visuals.,interviews / credits / end matter
561,0561.webp,interviews_and_endmatter,interview_or_endmatter,C,no,Reference value is limited; keep only development commentary and wrap-up visuals.,interviews / credits / end matter
562,0562.webp,interviews_and_endmatter,interview_or_endmatter,C,no,Reference value is limited; keep only development commentary and wrap-up visuals.,interviews / credits / end matter
563,0563.webp,interviews_and_endmatter,interview_or_endmatter,C,no,Reference value is limited; keep only development commentary and wrap-up visuals.,interviews / credits / end matter
564,0564.webp,interviews_and_endmatter,interview_or_endmatter,C,no,Reference value is limited; keep only development commentary and wrap-up visuals.,interviews / credits / end matter
